entry_ts,exit_ts,direction,pnl_ticks
2024-01-26 12:00:00 UTC,2024-01-26 16:55:00 UTC,short,-5.0
2024-01-29 12:00:00 UTC,2024-01-29 12:24:00 UTC,short,-28.856434993574567
2024-01-30 12:00:00 UTC,2024-01-30 16:55:00 UTC,short,-2.0000000000027285
2024-01-31 12:00:00 UTC,2024-01-31 16:55:00 UTC,long,-92.99999999999727
2024-02-01 12:00:00 UTC,2024-02-01 12:08:00 UTC,long,105.99999999999909
2024-02-02 12:00:00 UTC,2024-02-02 16:55:00 UTC,long,62.00000000000273
2024-02-05 12:00:00 UTC,2024-02-05 16:55:00 UTC,long,42.999999999999545
2024-02-06 12:00:00 UTC,2024-02-06 12:24:00 UTC,long,0.0
2024-02-09 12:00:00 UTC,2024-02-09 12:56:00 UTC,short,-27.790771955255877
2024-02-13 12:16:00 UTC,2024-02-13 16:55:00 UTC,short,12.000000000000455
2024-02-14 12:40:00 UTC,2024-02-14 16:55:00 UTC,long,-15.0
2024-02-16 12:00:00 UTC,2024-02-16 12:32:00 UTC,long,77.64911983827005
2024-02-21 12:00:00 UTC,2024-02-21 12:56:00 UTC,short,41.6494556051407
2024-02-22 12:00:00 UTC,2024-02-22 12:24:00 UTC,short,-19.957293732798007
2024-02-23 12:00:00 UTC,2024-02-23 12:08:00 UTC,long,109.00000000000091
2024-02-27 12:08:00 UTC,2024-02-27 12:56:00 UTC,short,-15.112842756502687
2024-02-29 12:08:00 UTC,2024-02-29 16:55:00 UTC,short,7.0000000000027285
2024-03-01 12:00:00 UTC,2024-03-01 12:08:00 UTC,long,254.0000000000009
2024-03-04 12:00:00 UTC,2024-03-04 12:08:00 UTC,long,151.99999999999818
2024-03-06 12:00:00 UTC,2024-03-06 12:24:00 UTC,long,-29.35721409679445
2024-03-07 12:56:00 UTC,2024-03-07 16:55:00 UTC,long,0.0
2024-03-08 12:00:00 UTC,2024-03-08 12:08:00 UTC,long,145.53366413340427
2024-03-11 12:00:00 UTC,2024-03-11 12:32:00 UTC,long,-23.548912925125478
2024-03-13 12:00:00 UTC,2024-03-13 12:56:00 UTC,long,70.59404822140095
2024-03-14 12:00:00 UTC,2024-03-14 16:55:00 UTC,short,-38.99999999999636
2024-03-20 12:00:00 UTC,2024-03-20 16:55:00 UTC,long,285.0
2024-03-21 12:00:00 UTC,2024-03-21 12:08:00 UTC,short,230.0
2024-03-22 12:00:00 UTC,2024-03-22 12:40:00 UTC,short,77.24592020807904
2024-03-26 12:00:00 UTC,2024-03-26 12:08:00 UTC,short,107.99999999999727
2024-03-27 12:00:00 UTC,2024-03-27 16:55:00 UTC,long,44.00000000000091
2024-03-28 12:16:00 UTC,2024-03-28 16:55:00 UTC,long,150.0
2024-04-01 12:00:00 UTC,2024-04-01 12:08:00 UTC,short,110.75136280357583
2024-04-03 12:00:00 UTC,2024-04-03 12:16:00 UTC,long,109.05225165557567
2024-04-04 12:00:00 UTC,2024-04-04 12:16:00 UTC,long,-32.35408489998463
2024-04-05 12:00:00 UTC,2024-04-05 12:08:00 UTC,long,278.0000000000018
2024-04-09 12:00:00 UTC,2024-04-09 16:55:00 UTC,short,-45.0
2024-04-10 12:00:00 UTC,2024-04-10 16:55:00 UTC,long,-61.99999999999818
2024-04-11 12:40:00 UTC,2024-04-11 16:55:00 UTC,long,275.9999999999991
2024-04-12 12:00:00 UTC,2024-04-12 12:16:00 UTC,short,137.37246715999845
2024-04-15 12:00:00 UTC,2024-04-15 12:40:00 UTC,short,-51.05715757827966
2024-04-16 12:00:00 UTC,2024-04-16 12:40:00 UTC,long,138.09957012188988
2024-04-17 12:00:00 UTC,2024-04-17 12:32:00 UTC,short,103.98085980096312
2024-04-19 12:00:00 UTC,2024-04-19 12:48:00 UTC,long,102.48497374589533
2024-04-22 12:48:00 UTC,2024-04-22 16:55:00 UTC,short,35.0
2024-04-23 12:00:00 UTC,2024-04-23 16:55:00 UTC,long,33.00000000000182
2024-04-25 12:00:00 UTC,2024-04-25 12:16:00 UTC,long,-50.95561970743347
2024-04-26 12:00:00 UTC,2024-04-26 16:55:00 UTC,short,7.0000000000027285
2024-04-29 12:00:00 UTC,2024-04-29 12:16:00 UTC,long,85.71347859824982
2024-04-30 12:00:00 UTC,2024-04-30 16:55:00 UTC,short,145.9999999999991
2024-05-01 12:00:00 UTC,2024-05-01 12:16:00 UTC,long,-30.829979503473623
2024-05-02 12:00:00 UTC,2024-05-02 16:55:00 UTC,long,72.00000000000273
2024-05-06 12:32:00 UTC,2024-05-06 12:48:00 UTC,short,-39.645275947245864
2024-05-07 12:00:00 UTC,2024-05-07 16:55:00 UTC,short,13.000000000001819
2024-05-08 12:00:00 UTC,2024-05-08 16:55:00 UTC,long,-85.99999999999909
2024-05-09 12:00:00 UTC,2024-05-09 16:55:00 UTC,long,180.9999999999991
2024-05-13 12:00:00 UTC,2024-05-13 16:55:00 UTC,short,65.99999999999909
2024-05-14 12:48:00 UTC,2024-05-14 16:55:00 UTC,long,35.99999999999909
2024-05-15 12:00:00 UTC,2024-05-15 16:55:00 UTC,long,96.99999999999818
2024-05-16 12:40:00 UTC,2024-05-16 16:55:00 UTC,long,-70.99999999999909
2024-05-17 12:00:00 UTC,2024-05-17 12:56:00 UTC,long,0.0
2024-05-20 12:00:00 UTC,2024-05-20 16:55:00 UTC,long,7.9999999999972715
2024-05-21 12:00:00 UTC,2024-05-21 16:55:00 UTC,short,-0.9999999999990905
2024-05-22 12:00:00 UTC,2024-05-22 12:08:00 UTC,short,124.00000000000091
2024-05-23 12:00:00 UTC,2024-05-23 12:08:00 UTC,short,135.9999999999991
2024-05-24 12:00:00 UTC,2024-05-24 16:55:00 UTC,short,46.00000000000364
2024-05-27 12:00:00 UTC,2024-05-27 14:29:00 UTC,long,-29.00000000000091
2024-05-29 12:00:00 UTC,2024-05-29 12:56:00 UTC,short,-32.32032609138969
2024-05-30 12:48:00 UTC,2024-05-30 16:55:00 UTC,long,-51.00000000000364
