entry_ts,exit_ts,direction,pnl_ticks
2025-07-18 11:50:00 UTC,2025-07-18 12:25:00 UTC,short,240.0
2025-07-21 11:00:00 UTC,2025-07-21 12:05:00 UTC,long,-80.0
2025-07-21 12:30:00 UTC,2025-07-21 16:55:00 UTC,long,-165.0
2025-07-23 11:50:00 UTC,2025-07-23 12:15:00 UTC,long,-80.0
2025-07-25 11:00:00 UTC,2025-07-25 12:25:00 UTC,long,240.0
2025-07-28 11:15:00 UTC,2025-07-28 11:30:00 UTC,short,-80.0
2025-07-29 11:00:00 UTC,2025-07-29 11:15:00 UTC,short,240.0
2025-07-30 11:55:00 UTC,2025-07-30 16:55:00 UTC,long,547.0
2025-07-31 11:00:00 UTC,2025-07-31 11:05:00 UTC,short,240.0
2025-07-31 12:25:00 UTC,2025-07-31 16:55:00 UTC,short,1098.0
2025-08-01 12:05:00 UTC,2025-08-01 12:10:00 UTC,long,-80.0
2025-08-01 12:25:00 UTC,2025-08-01 12:30:00 UTC,long,-80.0
2025-08-04 11:35:00 UTC,2025-08-04 11:40:00 UTC,long,-80.0
2025-08-04 11:50:00 UTC,2025-08-04 16:55:00 UTC,long,483.0
2025-08-05 11:00:00 UTC,2025-08-05 11:05:00 UTC,short,443.0
2025-08-06 11:00:00 UTC,2025-08-06 11:15:00 UTC,long,240.0
2025-08-07 11:00:00 UTC,2025-08-07 11:15:00 UTC,short,240.0
2025-08-08 11:00:00 UTC,2025-08-08 11:35:00 UTC,long,-80.0
2025-08-08 11:45:00 UTC,2025-08-08 12:15:00 UTC,long,240.0
2025-08-11 11:10:00 UTC,2025-08-11 11:40:00 UTC,long,-80.0
2025-08-11 11:50:00 UTC,2025-08-11 12:05:00 UTC,long,240.0
2025-08-12 11:05:00 UTC,2025-08-12 11:55:00 UTC,long,240.0
2025-08-13 11:00:00 UTC,2025-08-13 11:05:00 UTC,short,362.0
2025-08-14 11:00:00 UTC,2025-08-14 11:05:00 UTC,long,-80.0
2025-08-14 11:25:00 UTC,2025-08-14 11:45:00 UTC,short,-80.0
2025-08-15 11:40:00 UTC,2025-08-15 11:50:00 UTC,short,-80.0
2025-08-15 12:00:00 UTC,2025-08-15 12:05:00 UTC,short,-80.0
2025-08-18 11:25:00 UTC,2025-08-18 12:05:00 UTC,short,-80.0
2025-08-18 12:35:00 UTC,2025-08-18 16:55:00 UTC,short,-200.0
2025-08-19 11:00:00 UTC,2025-08-19 11:05:00 UTC,short,359.0
2025-08-20 11:00:00 UTC,2025-08-20 11:05:00 UTC,short,361.0
2025-08-20 11:15:00 UTC,2025-08-20 11:20:00 UTC,short,-80.0
2025-08-21 11:00:00 UTC,2025-08-21 11:05:00 UTC,long,-80.0
2025-08-21 11:30:00 UTC,2025-08-21 11:40:00 UTC,long,-80.0
2025-08-22 11:00:00 UTC,2025-08-22 11:05:00 UTC,long,1212.0
2025-08-25 11:00:00 UTC,2025-08-25 11:05:00 UTC,long,273.0
2025-08-26 11:00:00 UTC,2025-08-26 11:30:00 UTC,long,-80.0
2025-08-26 11:40:00 UTC,2025-08-26 11:50:00 UTC,long,-80.0
2025-08-27 11:00:00 UTC,2025-08-27 11:50:00 UTC,long,240.0
